DR2Name,_r,_RAJ2000,_DEJ2000,Plx,e_Plx,pmRA,pmDE,Gmag,BP-G,RV
b'Gaia DR2 5338639474192795520', 0.461144, 166.980658,-59.064588, 1.943800, 0.033900,-10.842000, 4.709000, 10.246200, 0.143800,
b'Gaia DR2 5340219712910044800', 0.462348, 165.910021,-58.328004, 1.022600, 0.039700,-8.061000, 1.786000, 10.197000, 0.035800,
b'Gaia DR2 5337891256534972416', 0.463308, 167.147441,-58.975039, 0.553700, 0.280800,-4.454000, 1.508000, 3.460800, 0.818300,
b'Gaia DR2 5338692590002009344', 0.471139, 165.542061,-58.834114, 1.979500, 0.031400,-10.226000, 4.829000, 10.170300, 0.086700,
b'Gaia DR2 5338695166982363392', 0.472349, 165.508626,-58.687477, 0.838500, 0.034500, 2.966000,-2.366000, 9.525700, 0.934800, 35.210000
b'Gaia DR2 5340196859346463744', 0.476993, 166.802563,-58.274661, 1.843300, 0.042100,-10.219000, 4.920000, 9.759200, 0.039800,
b'Gaia DR2 5340219575451518720', 0.480605, 165.843643,-58.331125, 2.105600, 0.039000,-10.860000, 5.598000, 10.224600, 0.074600,
b'Gaia DR2 5338669470247711744', 0.484423, 165.825875,-59.083052, 1.635700, 0.030500,-0.272000, 1.617000, 9.190800, 0.593800,
b'Gaia DR2 5339427824035748224', 0.488821, 167.297823,-58.537758, 0.637600, 0.041800,-6.423000, 1.623000, 8.433300, 0.825000,-1.180000
b'Gaia DR2 5338728156671734784', 0.493099, 165.656282,-58.414332, 1.927700, 0.038600,-10.548000, 5.361000, 8.466400, 0.027700,
b'Gaia DR2 5339392296063445248', 0.496313, 167.243014,-58.959277, 1.705500, 0.044400,-10.701000, 5.339000, 9.043300, 0.023200,
