DR2Name,_r,_RAJ2000,_DEJ2000,Plx,e_Plx,pmRA,pmDE,Gmag,BP-G,RV
b'Gaia DR2 4191444427954242176', 0.601494, 301.687175,-10.152258, 0.214400, 0.043000,-1.457000,-0.357000, 12.352100, 0.675700, 25.140000
b'Gaia DR2 4190855403259365760', 0.605765, 301.848754,-10.578456, 0.690800, 0.043700, 0.760000,-7.615000, 11.964500, 0.649400, 21.090000
b'Gaia DR2 4190861313134378240', 0.610048, 301.847872,-10.473185, 1.765800, 0.128200,-0.924000,-1.833000, 10.706700, 0.258100,
b'Gaia DR2 4191095474750728192', 0.611196, 300.643980,-10.359900, 2.202000, 0.033300, 3.092000,-4.213000, 11.998000, 0.350500,-18.840000
b'Gaia DR2 4190950025682119424', 0.613904, 300.608708,-10.568284, 0.030200, 0.032900,-8.850000,-10.274000, 12.313100, 0.846800,-195.090000
b'Gaia DR2 4191137702869689088', 0.614944, 301.121949,-9.949829, 1.264500, 0.039000, 7.280000,-0.820000, 12.314700, 0.264100,-55.770000
b'Gaia DR2 4190926390479211904', 0.615275, 300.698244,-10.875085, 0.621700, 0.113200,-3.322000,-1.606000, 12.306400, 0.605000,-7.640000
b'Gaia DR2 4190929723373869568', 0.617204, 300.675765,-10.839850, 1.166700, 0.041900, 5.473000,-2.631000, 10.433300, 0.644500,-19.280000
b'Gaia DR2 4191444844571293440', 0.618178, 301.675522,-10.116058, 0.337900, 0.096600,-5.311000,-4.353000, 11.275700, 1.504500, 43.240000
b'Gaia DR2 4190768370041513216', 0.618747, 301.666609,-11.003767, 0.505200, 0.035900,-0.396000,-4.489000, 12.327500, 0.637500, 35.630000
b'Gaia DR2 4190855540698320000', 0.621038, 301.864712,-10.560862, 0.985000, 0.052200,-0.176000,-6.073000, 10.830300, 0.551600, 29.960000
b'Gaia DR2 4190858289477528448', 0.623774, 301.863150,-10.482587, 0.672200, 0.044300, 0.685000,-0.102000, 10.045500, 1.031200, 25.260000
b'Gaia DR2 4190855128381454336', 0.629860, 301.872387,-10.595575, 1.511600, 0.042900, 7.538000, 7.227000, 12.388400, 0.353800,-2.180000
b'Gaia DR2 4190950850315839232', 0.630804, 300.591380,-10.553590, 0.633700, 0.032700,-7.267000,-6.996000, 12.066300, 0.766200, 12.660000
b'Gaia DR2 4191466010170046592', 0.632887, 301.395388,-9.942606, 0.680600, 0.040800, 0.934000,-1.362000, 11.491500, 0.632800,
b'Gaia DR2 4190800530756711680', 0.636978, 301.860716,-10.713466, 1.219600, 0.042500, 3.319000,-7.123000, 12.053900, 0.207600,-34.110000
b'Gaia DR2 4190718307903360128', 0.637036, 301.023971,-11.158024, 3.589700, 0.040200, 3.675000,-5.908000, 11.897600, 0.372200, 14.000000
b'Gaia DR2 4191466078889524096', 0.637270, 301.391174,-9.936993, 1.084400, 0.033300, 3.084000,-7.784000, 11.847100, 0.483100,-9.520000
b'Gaia DR2 4190949097969187328', 0.638080, 300.590102,-10.643292, 0.546800, 0.034100,-0.326000,-7.958000, 12.224900, 0.736300,-49.360000
b'Gaia DR2 4190808089899622784', 0.642616, 301.882342,-10.629622, 1.607700, 0.042300,-1.466000,-6.146000, 12.145700, 0.284300, 41.310000
b'Gaia DR2 4190800118436089344', 0.648697, 301.858003,-10.763531, 3.279600, 0.061900, 11.097000,-3.586000, 10.608300, 0.309500,-26.000000
b'Gaia DR2 4190725557808237568', 0.650282, 300.904589,-11.119646, 1.066300, 0.047800, 3.042000, 0.150000, 11.411100, 0.671700, 2.830000
b'Gaia DR2 4190806543710935808', 0.650976, 301.882644,-10.681813, 2.903500, 0.040800,-1.612000, 2.539000, 11.819300, 0.594500, 20.510000
b'Gaia DR2 4191092343715592320', 0.652789, 300.575132,-10.467039, 0.183100, 0.035000,-1.727000,-8.640000, 12.309500, 0.764200,-44.570000
b'Gaia DR2 4190715211228704640', 0.653941, 301.067273,-11.188375, 0.482700, 0.041000, 5.251000, 2.907000, 11.905700, 0.623300,-26.290000
b'Gaia DR2 4191099700998560000', 0.661298, 300.636650,-10.249599, 0.637200, 0.041800,-0.092000, 1.277000, 11.615600, 0.662800, 31.490000
b'Gaia DR2 4190942642635570560', 0.661746, 300.599575,-10.779489, 1.386200, 0.042500,-4.062000,-0.370000, 9.936400, 0.725000, 12.620000
b'Gaia DR2 4191133545341448960', 0.665319, 300.830927,-10.020029, 1.337900, 0.047400, 1.097000,-9.768000, 10.388900, 0.697000, 13.020000
b'Gaia DR2 4190760256843815424', 0.671239, 301.525336,-11.161687, 0.714300, 0.035400, 7.031000,-8.475000, 12.369700, 0.632600,-68.290000
b'Gaia DR2 4190856983804926464', 0.673777, 301.918020,-10.533602, 0.325700, 0.063100,-1.956000,-5.171000, 10.929600, 1.331200, 33.190000
b'Gaia DR2 4191237277392071936', 0.675103, 301.899970,-10.394835, 0.694700, 0.040300,-4.215000, 0.083000, 12.240500, 0.608300, 39.370000
b'Gaia DR2 4191446562558221952', 0.676045, 301.714038,-10.072242, 0.511300, 0.048400, 2.511000, 1.010000, 11.102500, 0.809400,-29.180000
b'Gaia DR2 4191251394944064000', 0.679924, 301.855307,-10.258871, 1.010100, 0.045300,-1.653000,-1.711000, 10.349700, 0.626000, 25.150000
b'Gaia DR2 4191463364466007168', 0.683694, 301.491537,-9.920392, 0.825300, 0.041600,-0.655000,-1.217000, 10.971900, 0.611900, 7.170000
b'Gaia DR2 4190793418286893568', 0.685059, 301.835044,-10.900507, 3.551000, 0.321200, 1.568000,-9.699000, 11.568600, 0.292000, 5.750000
b'Gaia DR2 4191450617007409792', 0.686255, 301.666564,-10.017431, 0.720800, 0.084200,-0.745000,-0.447000, 9.584800, 1.655100,
b'Gaia DR2 4190713222662151040', 0.686975, 300.889166,-11.153192, 2.462300, 0.056100,-8.859000,-6.717000, 11.072500, 0.560600, 8.790000
b'Gaia DR2 4190797266581521920', 0.690213, 301.906266,-10.751452, 1.960200, 0.051500,-0.808000,-9.242000, 8.316400, 0.943300, 3.770000
b'Gaia DR2 4190947452999032448', 0.693073, 300.540265,-10.684418, 1.945100, 0.075200,-1.448000, 0.558000, 11.374100, 0.597800,-4.550000
b'Gaia DR2 4190942780074539776', 0.697322, 300.563561,-10.786211, 0.699000, 0.136800, 0.523000,-4.270000, 11.076100, 2.338200,
b'Gaia DR2 4190943639068020608', 0.697588, 300.553997,-10.758289, 0.383300, 0.051100,-1.355000,-3.542000, 11.929600, 0.799700,-3.430000
b'Gaia DR2 4190759986265304832', 0.698019, 301.548087,-11.180633, 4.026400, 0.033600,-4.140000,-13.281000, 12.128100, 0.392900, 16.920000
b'Gaia DR2 4191099116883008512', 0.698555, 300.573044,-10.296699, 0.578400, 0.039200, 2.001000,-5.463000, 10.258400, 0.979200,-9.770000
b'Gaia DR2 4190729234297417984', 0.699712, 300.773434,-11.089606, 0.254500, 0.083000,-5.302000,-1.726000, 11.146700, 1.077700,-79.640000
b'Gaia DR2 4191142891187286016', 0.699888, 301.085036,-9.870407, 1.210200, 0.091400,-4.003000,-4.688000, 11.198200, 0.521500,-7.880000
b'Gaia DR2 4191142891190256896', 0.700433, 301.084442,-9.869975, 1.252900, 0.052600,-4.253000,-4.576000, 11.220000, 0.312600,-6.560000
b'Gaia DR2 4190807986820402304', 0.701260, 301.943355,-10.619763, 0.852800, 0.043700, 1.361000,-3.619000, 10.315200, 0.789000,-29.720000
b'Gaia DR2 4191141722959183744', 0.703919, 300.994158,-9.891455, 0.158800, 0.036200,-2.688000,-6.882000, 12.219100, 0.922100,-258.770000
b'Gaia DR2 4191451304202199424', 0.705264, 301.655544,-9.985319, 0.299300, 0.040300, 3.232000,-1.033000, 11.747300, 1.124600, 10.140000
